Date,Value
1991-Q1,389.809
1991-Q2,401.603
1991-Q3,399.099
1991-Q4,413.786
1992-Q1,423.518
1992-Q2,429.152
1992-Q3,428.031
1992-Q4,436.352
1993-Q1,430.728
1993-Q2,438.990
1993-Q3,442.369
1993-Q4,443.591
1994-Q1,451.033
1994-Q2,454.311
1994-Q3,460.808
1994-Q4,469.279
1995-Q1,466.197
1995-Q2,473.810
1995-Q3,476.832
1995-Q4,476.820
1996-Q1,472.637
1996-Q2,479.357
1996-Q3,479.753
1996-Q4,485.135
1997-Q1,483.552
1997-Q2,485.856
1997-Q3,487.915
1997-Q4,492.026
1998-Q1,496.986
1998-Q2,497.098
1998-Q3,500.657
1998-Q4,502.688
1999-Q1,512.566
1999-Q2,511.939
1999-Q3,518.522
1999-Q4,519.418
2000-Q1,526.002
2000-Q2,529.774
2000-Q3,534.891
2000-Q4,535.527
2001-Q1,541.944
2001-Q2,541.766
2001-Q3,540.792
2001-Q4,538.840
2002-Q1,531.787
2002-Q2,532.314
2002-Q3,535.372
2002-Q4,536.623
2003-Q1,540.082
2003-Q2,538.515
2003-Q3,541.318
2003-Q4,542.734
2004-Q1,538.882
2004-Q2,540.859
2004-Q3,546.975
2004-Q4,547.171
2005-Q1,542.088
2005-Q2,550.339
2005-Q3,553.815
2005-Q4,562.217
2006-Q1,566.310
2006-Q2,574.456
2006-Q3,578.485
2006-Q4,581.626
2007-Q1,591.622
2007-Q2,591.794
2007-Q3,596.536
2007-Q4,601.683
2008-Q1,608.306
2008-Q2,606.841
2008-Q3,613.854
2008-Q4,608.505
2009-Q1,594.294
2009-Q2,589.779
2009-Q3,594.682
2009-Q4,594.984
2010-Q1,606.212
2010-Q2,617.575
2010-Q3,624.357
2010-Q4,630.363
2011-Q1,645.650
2011-Q2,652.564
2011-Q3,655.405
2011-Q4,658.138
2012-Q1,655.450
2012-Q2,655.378
2012-Q3,657.628
2012-Q4,662.017
2013-Q1,665.678
2013-Q2,675.539
2013-Q3,681.731
2013-Q4,680.814
2014-Q1,694.231
2014-Q2,696.731
2014-Q3,698.187
2014-Q4,703.577
2015-Q1,704.753
2015-Q2,708.991
2015-Q3,717.015
2015-Q4,725.600
2016-Q1,733.517
2016-Q2,733.420
2016-Q3,740.750
2016-Q4,752.254
2017-Q1,762.616
2017-Q2,771.014
2017-Q3,778.434
2017-Q4,792.428
2018-Q1,792.708
2018-Q2,801.683
2018-Q3,814.650
2018-Q4,826.479
2019-Q1,825.793
2019-Q2,831.568
2019-Q3,839.486
2019-Q4,846.323
2020-Q1,837.454
2020-Q2,777.714
2020-Q3,817.805
2020-Q4,829.450
2021-Q1,836.049
2021-Q2,856.993
2021-Q3,884.561
2021-Q4,909.906
2022-Q1,939.814
2022-Q2,966.650
2022-Q3,984.568
2022-Q4,995.706
2023-Q1,1003.453
2023-Q2,1013.117
2023-Q3,1015.355
2023-Q4,1021.173
2024-Q1,1023.785
2024-Q2,1031.535
2024-Q3,1045.223
2024-Q4,1066.467
2025-Q1,1072.630
2025-Q2,1081.877
